Order_ID,User_ID,Product_ID,"upid",Shipping_Address_ID,Credit_Card_ID,Subtotal,Tax_Cost,Shipping_Cost,Total_Cost,"date","Created_Date","Updated_Date","Status",Transaction_Number,Tracking_Number,"Tracking_Type","Notes"
1471,210,18,"C",NULL,NULL,131,12,28,171,"2014-10-09 05:09:11","2014-10-09 05:09:11","2014-10-29 05:09:11","Delivered",6669837,803769801,"1","Enter Notes Here"
1472,105,31,"F",NULL,NULL,279,25,62,366,"2014-10-09 05:20:29","2014-10-09 05:20:29","2014-11-16 05:20:29","Delivered",8422642,566847577,"4","Enter Notes Here"
1473,214,34,"D",NULL,NULL,332,30,52,414,"2014-10-09 07:01:52","2014-10-09 07:01:52","2014-11-14 07:01:52","Cancelled",5670082,986661167,"8","Enter Notes Here"
1474,118,12,"A",NULL,NULL,121,11,41,173,"2014-10-09 07:15:30","2014-10-09 07:15:30","2014-10-25 07:15:30","Delivered",1922970,509919036,"1","Enter Notes Here"
1475,215,20,"D",NULL,NULL,80,7,86,173,"2014-10-09 07:35:47","2014-10-09 07:35:47","2014-10-27 07:35:47","Received",1479756,692695258,"8","Enter Notes Here"
1476,35,22,"A",NULL,NULL,369,33,77,479,"2014-10-09 08:56:21","2014-10-09 08:56:21","2014-11-15 08:56:21","Cancelled",2321660,464501119,"7","Enter Notes Here"
1477,201,25,"B",NULL,NULL,350,32,67,449,"2014-10-09 09:38:33","2014-10-09 09:38:33","2014-10-19 09:38:33","In Transit",8487698,316088322,"1","Enter Notes Here"
1478,80,33,"D",NULL,NULL,355,32,32,419,"2014-10-09 10:35:39","2014-10-09 10:35:39","2014-10-24 10:35:39","In Transit",5709184,156226797,"4","Enter Notes Here"
1479,186,3,"G",NULL,NULL,346,31,40,417,"2014-10-09 11:27:31","2014-10-09 11:27:31","2014-11-03 11:27:31","Received",6452048,669897652,"1","Enter Notes Here"
1480,75,9,"C",NULL,NULL,123,11,28,162,"2014-10-09 13:10:18","2014-10-09 13:10:18","2014-10-17 13:10:18","In Transit",1298797,882700373,"1","Enter Notes Here"
1481,85,6,"E",NULL,NULL,419,38,92,549,"2014-10-09 16:09:58","2014-10-09 16:09:58","2014-10-27 16:09:58","Cancelled",2002224,374582275,"3","Enter Notes Here"
1482,37,17,"C",NULL,NULL,218,20,68,306,"2014-10-09 17:27:23","2014-10-09 17:27:23","2014-11-12 17:27:23","Delivered",3646334,853798993,"7","Enter Notes Here"
1483,41,3,"E",NULL,NULL,444,40,57,541,"2014-10-09 18:10:15","2014-10-09 18:10:15","2014-11-16 18:10:15","Delivered",1824889,59478627,"2","Enter Notes Here"
1484,147,15,"B",NULL,NULL,77,7,90,174,"2014-10-09 19:08:06","2014-10-09 19:08:06","2014-11-06 19:08:06","Delivered",7420687,902813451,"4","Enter Notes Here"
1485,20,21,"F",NULL,NULL,181,16,43,240,"2014-10-09 19:41:49","2014-10-09 19:41:49","2014-11-09 19:41:49","In Transit",148857,898139311,"6","Enter Notes Here"
1486,195,27,"G",NULL,NULL,245,22,20,287,"2014-10-09 20:51:31","2014-10-09 20:51:31","2014-10-31 20:51:31","Delivered",3307349,603488276,"1","Enter Notes Here"
1487,174,42,"F",NULL,NULL,231,21,15,267,"2014-10-09 21:11:16","2014-10-09 21:11:16","2014-11-17 21:11:16","Cancelled",6695826,118484464,"9","Enter Notes Here"
1488,81,37,"F",NULL,NULL,361,32,40,433,"2014-10-09 22:32:10","2014-10-09 22:32:10","2014-11-18 22:32:10","In Transit",2015186,96824330,"1","Enter Notes Here"
1489,150,16,"G",NULL,NULL,419,38,13,470,"2014-10-10 00:14:36","2014-10-10 00:14:36","2014-10-27 00:14:36","Delivered",6000963,494106400,"7","Enter Notes Here"
1490,112,5,"B",NULL,NULL,280,25,68,373,"2014-10-10 00:28:17","2014-10-10 00:28:17","2014-11-13 00:28:17","Ready for Pickup",1705209,381165629,"1","Enter Notes Here"
1491,140,29,"B",NULL,NULL,57,5,21,83,"2014-10-10 02:50:20","2014-10-10 02:50:20","2014-11-21 02:50:20","Ready for Pickup",8478357,592006579,"5","Enter Notes Here"
1492,76,22,"A",NULL,NULL,429,39,75,543,"2014-10-10 03:44:03","2014-10-10 03:44:03","2014-11-25 03:44:03","Delivered",872762,915187556,"6","Enter Notes Here"
1493,163,14,"F",NULL,NULL,498,45,90,633,"2014-10-10 04:10:46","2014-10-10 04:10:46","2014-11-27 04:10:46","Delivered",8049021,633759660,"2","Enter Notes Here"
1494,3,25,"F",NULL,NULL,29,3,74,106,"2014-10-10 04:28:45","2014-10-10 04:28:45","2014-11-18 04:28:45","Delivered",6584125,845583557,"2","Enter Notes Here"
1495,126,40,"G",NULL,NULL,488,44,87,619,"2014-10-10 04:33:24","2014-10-10 04:33:24","2014-11-22 04:33:24","Cancelled",9542617,157964056,"4","Enter Notes Here"
1496,74,31,"F",NULL,NULL,18,2,69,89,"2014-10-10 04:35:22","2014-10-10 04:35:22","2014-10-28 04:35:22","Delivered",4830324,366441544,"5","Enter Notes Here"
1497,93,5,"G",NULL,NULL,171,15,33,219,"2014-10-10 04:45:32","2014-10-10 04:45:32","2014-11-11 04:45:32","Delivered",6216000,141602460,"1","Enter Notes Here"
1498,31,14,"F",NULL,NULL,27,2,72,101,"2014-10-10 05:12:59","2014-10-10 05:12:59","2014-10-30 05:12:59","Delivered",8482557,511023511,"8","Enter Notes Here"
1499,16,9,"C",NULL,NULL,191,17,53,261,"2014-10-10 07:18:30","2014-10-10 07:18:30","2014-10-28 07:18:30","Delivered",6473850,561663960,"7","Enter Notes Here"
1500,50,9,"F",NULL,NULL,330,30,86,446,"2014-10-10 09:40:47","2014-10-10 09:40:47","2014-11-07 09:40:47","Cancelled",9128483,236895716,"3","Enter Notes Here"
1501,114,22,"D",NULL,NULL,142,13,66,221,"2014-10-10 10:00:54","2014-10-10 10:00:54","2014-10-17 10:00:54","In Transit",7908505,122165876,"3","Enter Notes Here"
1502,153,41,"E",NULL,NULL,94,8,24,126,"2014-10-10 10:15:19","2014-10-10 10:15:19","2014-10-24 10:15:19","Cancelled",1457453,642022364,"6","Enter Notes Here"
1503,206,27,"E",NULL,NULL,452,41,42,535,"2014-10-10 10:39:52","2014-10-10 10:39:52","2014-11-01 10:39:52","In Transit",6470511,613562309,"1","Enter Notes Here"
1504,59,20,"B",NULL,NULL,239,22,38,299,"2014-10-10 11:31:09","2014-10-10 11:31:09","2014-11-18 11:31:09","Cancelled",4700144,274899485,"1","Enter Notes Here"
1505,16,27,"C",NULL,NULL,288,26,72,386,"2014-10-10 12:24:03","2014-10-10 12:24:03","2014-11-12 12:24:03","Delivered",8060187,602678854,"3","Enter Notes Here"
1506,198,32,"G",NULL,NULL,76,7,52,135,"2014-10-10 12:54:58","2014-10-10 12:54:58","2014-11-04 12:54:58","Delivered",3043050,366653541,"3","Enter Notes Here"
1507,120,3,"A",NULL,NULL,146,13,68,227,"2014-10-10 13:03:58","2014-10-10 13:03:58","2014-11-01 13:03:58","Delivered",5364619,98626476,"1","Enter Notes Here"
1508,211,2,"E",NULL,NULL,484,44,19,547,"2014-10-10 13:42:20","2014-10-10 13:42:20","2014-11-12 13:42:20","Delivered",1220787,625232775,"1","Enter Notes Here"
1509,209,14,"D",NULL,NULL,28,3,50,81,"2014-10-10 15:29:01","2014-10-10 15:29:01","2014-10-21 15:29:01","Cancelled",1580521,468371091,"6","Enter Notes Here"
1510,147,18,"B",NULL,NULL,151,14,29,194,"2014-10-10 16:13:40","2014-10-10 16:13:40","2014-10-21 16:13:40","Delivered",4376835,511923759,"6","Enter Notes Here"
1511,136,16,"G",NULL,NULL,124,11,91,226,"2014-10-10 16:33:02","2014-10-10 16:33:02","2014-11-07 16:33:02","Cancelled",7426357,17446369,"5","Enter Notes Here"
1512,114,42,"C",NULL,NULL,435,39,44,518,"2014-10-10 16:47:15","2014-10-10 16:47:15","2014-11-05 16:47:15","Delivered",8343286,922148304,"5","Enter Notes Here"
1513,62,41,"A",NULL,NULL,340,31,94,465,"2014-10-10 17:40:17","2014-10-10 17:40:17","2014-11-25 17:40:17","In Transit",8448295,99786229,"6","Enter Notes Here"
1514,201,3,"A",NULL,NULL,221,20,23,264,"2014-10-10 22:47:14","2014-10-10 22:47:14","2014-10-25 22:47:14","Cancelled",5403319,142754320,"2","Enter Notes Here"
1515,60,7,"D",NULL,NULL,68,6,39,113,"2014-10-11 19:19:32","2014-10-11 19:19:32","2014-11-08 19:19:32","Delivered",9442928,95642068,"8","Enter Notes Here"
1516,49,9,"A",NULL,NULL,419,38,80,537,"2014-10-12 00:08:45","2014-10-12 00:08:45","2014-11-14 00:08:45","In Transit",6426186,573565271,"7","Enter Notes Here"
1517,60,31,"D",NULL,NULL,432,39,97,568,"2014-10-12 00:46:52","2014-10-12 00:46:52","2014-11-18 00:46:52","Received",9631536,391175186,"5","Enter Notes Here"
1518,140,16,"B",NULL,NULL,472,42,10,524,"2014-10-12 01:08:06","2014-10-12 01:08:06","2014-10-29 01:08:06","Ready for Pickup",1134183,580680303,"4","Enter Notes Here"
1519,8,43,"G",NULL,NULL,294,26,56,376,"2014-10-12 01:43:11","2014-10-12 01:43:11","2014-10-31 01:43:11","Cancelled",6775776,255938700,"2","Enter Notes Here"
1520,119,11,"A",NULL,NULL,362,33,70,465,"2014-10-12 03:06:50","2014-10-12 03:06:50","2014-10-26 03:06:50","Delivered",1484424,391262326,"2","Enter Notes Here"
1521,146,20,"G",NULL,NULL,169,15,94,278,"2014-10-12 03:12:55","2014-10-12 03:12:55","2014-10-23 03:12:55","Delivered",9681939,435817960,"3","Enter Notes Here"
1522,202,41,"A",NULL,NULL,268,24,47,339,"2014-10-12 04:30:56","2014-10-12 04:30:56","2014-11-09 04:30:56","In Transit",5131999,543017654,"9","Enter Notes Here"
1523,17,5,"B",NULL,NULL,232,21,55,308,"2014-10-12 05:05:09","2014-10-12 05:05:09","2014-11-17 05:05:09","In Transit",3879545,453921884,"6","Enter Notes Here"
1524,13,34,"G",NULL,NULL,131,12,10,153,"2014-10-12 06:45:32","2014-10-12 06:45:32","2014-10-28 06:45:32","In Transit",8844000,916275849,"9","Enter Notes Here"
1525,173,10,"B",NULL,NULL,112,10,14,136,"2014-10-12 06:51:03","2014-10-12 06:51:03","2014-11-23 06:51:03","Delivered",3259044,628252628,"5","Enter Notes Here"
1526,119,31,"E",NULL,NULL,497,45,84,626,"2014-10-12 07:16:19","2014-10-12 07:16:19","2014-11-13 07:16:19","In Transit",9729848,954012167,"9","Enter Notes Here"
1527,24,10,"F",NULL,NULL,23,2,44,69,"2014-10-12 08:23:09","2014-10-12 08:23:09","2014-11-15 08:23:09","Cancelled",480165,102879695,"5","Enter Notes Here"
1528,198,31,"F",NULL,NULL,141,13,45,199,"2014-10-12 08:24:46","2014-10-12 08:24:46","2014-11-17 08:24:46","Ready for Pickup",5630363,300053622,"5","Enter Notes Here"
1529,154,12,"E",NULL,NULL,45,4,82,131,"2014-10-12 11:15:24","2014-10-12 11:15:24","2014-10-21 11:15:24","In Transit",3060074,396363556,"7","Enter Notes Here"
1530,61,44,"A",NULL,NULL,441,40,13,494,"2014-10-12 19:02:18","2014-10-12 19:02:18","2014-11-09 19:02:18","Delivered",5944583,887809239,"6","Enter Notes Here"
1531,4,10,"G",NULL,NULL,144,13,70,227,"2014-10-12 21:58:46","2014-10-12 21:58:46","2014-11-02 21:58:46","Delivered",4545509,599715877,"7","Enter Notes Here"
1532,216,19,"E",NULL,NULL,435,39,40,514,"2014-10-13 00:03:13","2014-10-13 00:03:13","2014-11-02 00:03:13","Delivered",7745751,359391513,"1","Enter Notes Here"
1533,106,3,"E",NULL,NULL,155,14,28,197,"2014-10-13 00:27:31","2014-10-13 00:27:31","2014-11-12 00:27:31","Delivered",9767962,418183348,"3","Enter Notes Here"
1534,105,45,"B",NULL,NULL,237,21,10,268,"2014-10-13 00:42:42","2014-10-13 00:42:42","2014-10-23 00:42:42","Delivered",9395457,478082921,"3","Enter Notes Here"
1535,207,37,"D",NULL,NULL,290,26,71,387,"2014-10-13 00:53:47","2014-10-13 00:53:47","2014-11-20 00:53:47","Delivered",9540588,789577052,"5","Enter Notes Here"
1536,180,16,"F",NULL,NULL,68,6,10,84,"2014-10-13 03:01:59","2014-10-13 03:01:59","2014-11-11 03:01:59","Received",4538802,587886745,"9","Enter Notes Here"
1537,48,4,"A",NULL,NULL,270,24,64,358,"2014-10-13 04:44:55","2014-10-13 04:44:55","2014-11-07 04:44:55","Delivered",9597423,539343815,"1","Enter Notes Here"
1538,171,49,"F",NULL,NULL,423,38,11,472,"2014-10-13 04:45:03","2014-10-13 04:45:03","2014-11-29 04:45:03","In Transit",8814076,18609865,"2","Enter Notes Here"
1539,191,43,"C",NULL,NULL,31,3,83,117,"2014-10-13 06:45:11","2014-10-13 06:45:11","2014-11-10 06:45:11","Ready for Pickup",8071937,593084273,"3","Enter Notes Here"
1540,33,22,"F",NULL,NULL,147,13,33,193,"2014-10-13 07:42:46","2014-10-13 07:42:46","2014-11-23 07:42:46","Delivered",3776842,431830282,"2","Enter Notes Here"
1541,30,24,"D",NULL,NULL,239,22,83,344,"2014-10-13 09:47:36","2014-10-13 09:47:36","2014-11-22 09:47:36","Ready for Pickup",6303926,611398313,"3","Enter Notes Here"
1542,82,18,"E",NULL,NULL,246,22,36,304,"2014-10-13 10:12:13","2014-10-13 10:12:13","2014-11-17 10:12:13","Delivered",9441485,350248546,"2","Enter Notes Here"
1543,17,42,"F",NULL,NULL,383,34,56,473,"2014-10-13 10:24:15","2014-10-13 10:24:15","2014-11-02 10:24:15","Received",4421201,193318538,"4","Enter Notes Here"
1544,111,15,"G",NULL,NULL,133,12,63,208,"2014-10-13 10:41:30","2014-10-13 10:41:30","2014-11-07 10:41:30","Delivered",4351396,767968236,"4","Enter Notes Here"
1545,172,36,"E",NULL,NULL,82,7,43,132,"2014-10-13 11:00:05","2014-10-13 11:00:05","2014-11-12 11:00:05","Cancelled",8473652,489688702,"3","Enter Notes Here"
1546,105,9,"B",NULL,NULL,41,4,42,87,"2014-10-13 11:39:45","2014-10-13 11:39:45","2014-11-25 11:39:45","Delivered",8080069,397922258,"9","Enter Notes Here"
1547,9,20,"D",NULL,NULL,130,12,72,214,"2014-10-13 12:28:13","2014-10-13 12:28:13","2014-10-24 12:28:13","In Transit",7688917,165269662,"5","Enter Notes Here"
1548,160,30,"G",NULL,NULL,71,6,65,142,"2014-10-13 14:04:03","2014-10-13 14:04:03","2014-10-26 14:04:03","Cancelled",6556817,836460022,"1","Enter Notes Here"
1549,103,40,"E",NULL,NULL,272,24,47,343,"2014-10-13 15:07:55","2014-10-13 15:07:55","2014-11-02 15:07:55","In Transit",5519648,616743145,"5","Enter Notes Here"
1550,139,1,"B",NULL,NULL,421,38,52,511,"2014-10-13 16:01:08","2014-10-13 16:01:08","2014-11-04 16:01:08","In Transit",283631,827073779,"5","Enter Notes Here"
1551,72,20,"B",NULL,NULL,185,17,41,243,"2014-10-13 16:09:39","2014-10-13 16:09:39","2014-10-23 16:09:39","Cancelled",3253769,309908082,"4","Enter Notes Here"
1552,45,19,"A",NULL,NULL,256,23,52,331,"2014-10-13 16:44:44","2014-10-13 16:44:44","2014-11-15 16:44:44","Cancelled",7101575,847514192,"7","Enter Notes Here"
1553,80,33,"G",NULL,NULL,68,6,53,127,"2014-10-13 16:45:40","2014-10-13 16:45:40","2014-10-20 16:45:40","Delivered",7330666,859805670,"9","Enter Notes Here"
1554,13,14,"E",NULL,NULL,447,40,99,586,"2014-10-13 17:14:51","2014-10-13 17:14:51","2014-10-31 17:14:51","Delivered",2545643,192704552,"2","Enter Notes Here"
1555,196,6,"F",NULL,NULL,401,36,62,499,"2014-10-13 17:38:37","2014-10-13 17:38:37","2014-10-22 17:38:37","Received",8249814,597574023,"3","Enter Notes Here"
1556,18,48,"E",NULL,NULL,339,31,35,405,"2014-10-13 19:36:37","2014-10-13 19:36:37","2014-11-06 19:36:37","In Transit",2776472,432326071,"3","Enter Notes Here"
1557,106,27,"C",NULL,NULL,142,13,42,197,"2014-10-13 20:08:20","2014-10-13 20:08:20","2014-10-21 20:08:20","Received",2626871,764214469,"8","Enter Notes Here"
1558,3,37,"C",NULL,NULL,319,29,11,359,"2014-10-13 20:33:19","2014-10-13 20:33:19","2014-11-04 20:33:19","Cancelled",9087881,644790467,"1","Enter Notes Here"
1559,116,48,"F",NULL,NULL,277,25,14,316,"2014-10-13 20:46:20","2014-10-13 20:46:20","2014-11-27 20:46:20","Received",6957145,968666929,"2","Enter Notes Here"
1560,157,44,"B",NULL,NULL,88,8,62,158,"2014-10-13 21:14:53","2014-10-13 21:14:53","2014-11-05 21:14:53","Delivered",8309606,805814338,"5","Enter Notes Here"
1561,109,9,"G",NULL,NULL,88,8,15,111,"2014-10-13 21:31:09","2014-10-13 21:31:09","2014-11-12 21:31:09","Cancelled",4926802,393183943,"7","Enter Notes Here"
1562,160,7,"C",NULL,NULL,428,39,65,532,"2014-10-13 22:22:54","2014-10-13 22:22:54","2014-11-09 22:22:54","Received",2909588,326819600,"6","Enter Notes Here"
1563,22,38,"B",NULL,NULL,308,28,34,370,"2014-10-13 22:37:53","2014-10-13 22:37:53","2014-10-27 22:37:53","Delivered",3319218,526666341,"5","Enter Notes Here"
1564,21,26,"C",NULL,NULL,229,21,48,298,"2014-10-14 00:02:26","2014-10-14 00:02:26","2014-11-14 00:02:26","Received",5082440,769327727,"2","Enter Notes Here"
1565,115,4,"F",NULL,NULL,131,12,68,211,"2014-10-14 01:21:07","2014-10-14 01:21:07","2014-11-27 01:21:07","Delivered",5758541,345221628,"2","Enter Notes Here"
1566,112,8,"D",NULL,NULL,36,3,50,89,"2014-10-14 03:20:48","2014-10-14 03:20:48","2014-11-11 03:20:48","In Transit",1307790,715727442,"4","Enter Notes Here"
1567,182,25,"G",NULL,NULL,326,29,93,448,"2014-10-14 03:35:16","2014-10-14 03:35:16","2014-11-08 03:35:16","Ready for Pickup",1554455,805558247,"6","Enter Notes Here"
1568,40,36,"G",NULL,NULL,400,36,91,527,"2014-10-14 04:00:12","2014-10-14 04:00:12","2014-11-12 04:00:12","Delivered",1632221,632799914,"2","Enter Notes Here"
1569,79,26,"F",NULL,NULL,288,26,99,413,"2014-10-14 04:59:34","2014-10-14 04:59:34","2014-11-26 04:59:34","Delivered",4746754,891475895,"6","Enter Notes Here"
1570,19,25,"C",NULL,NULL,14,1,89,104,"2014-10-14 05:30:55","2014-10-14 05:30:55","2014-11-26 05:30:55","Delivered",1121550,162963829,"4","Enter Notes Here"
1571,12,21,"D",NULL,NULL,205,18,98,321,"2014-10-14 07:19:40","2014-10-14 07:19:40","2014-11-14 07:19:40","In Transit",2515156,381183804,"4","Enter Notes Here"
1572,187,34,"C",NULL,NULL,473,43,10,526,"2014-10-14 07:36:05","2014-10-14 07:36:05","2014-10-29 07:36:05","Received",2203737,848960126,"9","Enter Notes Here"
1573,155,30,"E",NULL,NULL,413,37,30,480,"2014-10-14 07:44:36","2014-10-14 07:44:36","2014-11-22 07:44:36","Delivered",1347169,835602125,"9","Enter Notes Here"
1574,180,5,"D",NULL,NULL,456,41,88,585,"2014-10-14 08:40:31","2014-10-14 08:40:31","2014-10-23 08:40:31","Delivered",3075235,846106450,"1","Enter Notes Here"
1575,100,17,"B",NULL,NULL,424,38,68,530,"2014-10-14 09:04:25","2014-10-14 09:04:25","2014-10-28 09:04:25","Cancelled",4874731,592179874,"8","Enter Notes Here"
1576,56,14,"E",NULL,NULL,483,43,85,611,"2014-10-14 09:07:32","2014-10-14 09:07:32","2014-11-21 09:07:32","In Transit",7867012,79048294,"8","Enter Notes Here"
1577,71,30,"A",NULL,NULL,78,7,39,124,"2014-10-14 09:35:23","2014-10-14 09:35:23","2014-10-25 09:35:23","Delivered",6373598,204649126,"7","Enter Notes Here"
1578,162,11,"E",NULL,NULL,434,39,35,508,"2014-10-14 11:27:35","2014-10-14 11:27:35","2014-10-30 11:27:35","In Transit",6630560,257280477,"2","Enter Notes Here"
1579,145,24,"E",NULL,NULL,302,27,28,357,"2014-10-14 11:27:58","2014-10-14 11:27:58","2014-12-01 11:27:58","Cancelled",2217897,689404383,"1","Enter Notes Here"
1580,65,46,"G",NULL,NULL,239,22,29,290,"2014-10-14 11:41:41","2014-10-14 11:41:41","2014-11-29 11:41:41","Delivered",2202344,181914421,"2","Enter Notes Here"
1581,110,42,"E",NULL,NULL,368,33,31,432,"2014-10-14 12:03:44","2014-10-14 12:03:44","2014-10-23 12:03:44","In Transit",5764738,412990822,"3","Enter Notes Here"
1582,197,20,"G",NULL,NULL,425,38,54,517,"2014-10-14 13:04:29","2014-10-14 13:04:29","2014-11-07 13:04:29","Delivered",6998983,854183249,"8","Enter Notes Here"
1583,221,9,"A",NULL,NULL,477,43,47,567,"2014-10-14 13:14:47","2014-10-14 13:14:47","2014-11-08 13:14:47","Cancelled",2468921,797012248,"9","Enter Notes Here"
1584,129,13,"D",NULL,NULL,492,44,45,581,"2014-10-14 13:47:43","2014-10-14 13:47:43","2014-12-01 13:47:43","In Transit",2927445,36102960,"1","Enter Notes Here"
1585,50,7,"D",NULL,NULL,186,17,96,299,"2014-10-14 14:09:42","2014-10-14 14:09:42","2014-11-16 14:09:42","Received",677916,561516528,"9","Enter Notes Here"
1586,117,28,"E",NULL,NULL,17,2,69,88,"2014-10-14 19:04:00","2014-10-14 19:04:00","2014-10-29 19:04:00","Ready for Pickup",4151133,65979150,"5","Enter Notes Here"
1587,31,24,"G",NULL,NULL,370,33,43,446,"2014-10-14 19:17:57","2014-10-14 19:17:57","2014-11-21 19:17:57","Delivered",3163911,657342563,"1","Enter Notes Here"
1588,207,24,"B",NULL,NULL,44,4,10,58,"2014-10-14 22:44:30","2014-10-14 22:44:30","2014-10-22 22:44:30","In Transit",1212457,165179423,"1","Enter Notes Here"
1589,154,39,"F",NULL,NULL,274,25,85,384,"2014-10-15 01:27:16","2014-10-15 01:27:16","2014-11-11 01:27:16","In Transit",849917,449467185,"3","Enter Notes Here"
1590,209,21,"A",NULL,NULL,389,35,10,434,"2014-10-15 01:27:51","2014-10-15 01:27:51","2014-11-08 01:27:51","Received",6102686,196368952,"7","Enter Notes Here"
1591,139,10,"F",NULL,NULL,146,13,14,173,"2014-10-15 01:59:57","2014-10-15 01:59:57","2014-10-29 01:59:57","Ready for Pickup",3650512,894393892,"2","Enter Notes Here"
1592,20,13,"C",NULL,NULL,265,24,92,381,"2014-10-15 02:27:28","2014-10-15 02:27:28","2014-11-13 02:27:28","In Transit",501301,708673478,"3","Enter Notes Here"
1593,198,28,"E",NULL,NULL,84,8,49,141,"2014-10-15 02:47:53","2014-10-15 02:47:53","2014-11-15 02:47:53","Delivered",3850269,423987702,"6","Enter Notes Here"
1594,176,27,"C",NULL,NULL,212,19,33,264,"2014-10-15 04:04:31","2014-10-15 04:04:31","2014-10-27 04:04:31","Received",6868485,765389811,"6","Enter Notes Here"
1595,62,28,"E",NULL,NULL,206,19,89,314,"2014-10-15 05:04:16","2014-10-15 05:04:16","2014-11-12 05:04:16","In Transit",6167399,108429560,"9","Enter Notes Here"
1596,30,47,"B",NULL,NULL,324,29,95,448,"2014-10-15 05:11:40","2014-10-15 05:11:40","2014-11-30 05:11:40","Ready for Pickup",8997709,447175457,"3","Enter Notes Here"
1597,79,33,"B",NULL,NULL,392,35,74,501,"2014-10-15 05:51:17","2014-10-15 05:51:17","2014-11-13 05:51:17","Cancelled",8595844,996686673,"5","Enter Notes Here"
1598,41,16,"B",NULL,NULL,178,16,96,290,"2014-10-15 06:34:00","2014-10-15 06:34:00","2014-11-15 06:34:00","In Transit",9707627,69395561,"5","Enter Notes Here"
1599,39,24,"D",NULL,NULL,466,42,32,540,"2014-10-15 07:10:14","2014-10-15 07:10:14","2014-11-06 07:10:14","Delivered",8081893,560852274,"9","Enter Notes Here"
1600,42,41,"D",NULL,NULL,153,14,29,196,"2014-10-15 07:25:41","2014-10-15 07:25:41","2014-11-08 07:25:41","Delivered",8240457,865807205,"1","Enter Notes Here"
1601,199,18,"C",NULL,NULL,182,16,47,245,"2014-10-15 08:04:01","2014-10-15 08:04:01","2014-11-27 08:04:01","Delivered",2352476,628933783,"3","Enter Notes Here"
1602,78,25,"B",NULL,NULL,368,33,65,466,"2014-10-15 08:44:14","2014-10-15 08:44:14","2014-10-31 08:44:14","Cancelled",4282601,737942893,"3","Enter Notes Here"
1603,118,14,"B",NULL,NULL,175,16,92,283,"2014-10-15 10:00:52","2014-10-15 10:00:52","2014-10-24 10:00:52","Ready for Pickup",3077571,383567578,"3","Enter Notes Here"
1604,17,5,"F",NULL,NULL,434,39,96,569,"2014-10-15 10:10:18","2014-10-15 10:10:18","2014-10-26 10:10:18","Delivered",367748,363002291,"8","Enter Notes Here"
1605,33,8,"B",NULL,NULL,464,42,53,559,"2014-10-15 10:22:39","2014-10-15 10:22:39","2014-11-28 10:22:39","In Transit",5843870,740204080,"6","Enter Notes Here"
1606,115,48,"A",NULL,NULL,162,15,95,272,"2014-10-15 12:53:16","2014-10-15 12:53:16","2014-12-02 12:53:16","In Transit",2829023,507425247,"2","Enter Notes Here"
1607,24,43,"F",NULL,NULL,73,7,70,150,"2014-10-15 13:15:22","2014-10-15 13:15:22","2014-11-29 13:15:22","Cancelled",4877279,499029657,"1","Enter Notes Here"
1608,173,20,"G",NULL,NULL,222,20,99,341,"2014-10-15 13:39:25","2014-10-15 13:39:25","2014-11-08 13:39:25","Received",437775,55738644,"2","Enter Notes Here"
1609,43,14,"F",NULL,NULL,394,35,98,527,"2014-10-15 14:46:10","2014-10-15 14:46:10","2014-11-19 14:46:10","Delivered",6452036,451672100,"5","Enter Notes Here"
1610,69,32,"F",NULL,NULL,486,44,97,627,"2014-10-15 15:06:28","2014-10-15 15:06:28","2014-11-24 15:06:28","In Transit",4493756,756580353,"4","Enter Notes Here"
1611,148,2,"E",NULL,NULL,68,6,75,149,"2014-10-15 15:16:29","2014-10-15 15:16:29","2014-10-23 15:16:29","Cancelled",4892417,225726167,"3","Enter Notes Here"
1612,136,48,"A",NULL,NULL,113,10,95,218,"2014-10-15 17:13:24","2014-10-15 17:13:24","2014-10-29 17:13:24","In Transit",4454365,589157793,"6","Enter Notes Here"
1613,109,30,"G",NULL,NULL,160,14,63,237,"2014-10-15 17:43:28","2014-10-15 17:43:28","2014-10-25 17:43:28","In Transit",3780456,410112078,"6","Enter Notes Here"
1614,91,35,"B",NULL,NULL,316,28,34,378,"2014-10-15 18:46:49","2014-10-15 18:46:49","2014-11-24 18:46:49","Delivered",9475300,596161714,"7","Enter Notes Here"
1615,108,34,"E",NULL,NULL,345,31,63,439,"2014-10-15 19:22:12","2014-10-15 19:22:12","2014-11-17 19:22:12","Delivered",8174597,826856766,"2","Enter Notes Here"
1616,63,7,"B",NULL,NULL,23,2,19,44,"2014-10-15 19:22:30","2014-10-15 19:22:30","2014-11-09 19:22:30","Delivered",9709317,815124660,"6","Enter Notes Here"
1617,109,35,"E",NULL,NULL,210,19,59,288,"2014-10-15 20:03:20","2014-10-15 20:03:20","2014-10-26 20:03:20","Ready for Pickup",6193545,818643382,"3","Enter Notes Here"
1618,45,31,"E",NULL,NULL,271,24,10,305,"2014-10-15 20:29:48","2014-10-15 20:29:48","2014-10-25 20:29:48","Delivered",7737581,40010428,"5","Enter Notes Here"
1619,98,25,"G",NULL,NULL,410,37,23,470,"2014-10-15 20:48:43","2014-10-15 20:48:43","2014-11-23 20:48:43","Delivered",9824142,133862686,"3","Enter Notes Here"
1620,134,25,"A",NULL,NULL,478,43,23,544,"2014-10-15 21:05:45","2014-10-15 21:05:45","2014-11-15 21:05:45","In Transit",2740404,983337165,"3","Enter Notes Here"
